Estudos de Técnicas LORAS integradas com Tecnologia Satelital;ENGENHARIA ELÉTRICA;Campus Cuiabá;01/ago/20;31/jul/21
A formação do professores de Arte nas escolas municipais da cidade de Campo Novo do Parecis - MT;ARTES;Campus Campo Novo do Parecis;17/abr/19;16/abr/20
Educação Física e Gênero: Estudo sobre a participação feminina nas aulas de Educação Física em Cursos Técnicos Integrados ao Ensino Médio da Educação Profissional e Tecnológica;ENSINO;Campus Cuiabá;01/ago/19;30/abr/20
TRANSESTERIFICAÇÃO IN SITU DAS SEMENTES DE SOJA (Glycine max L.) PARA PRODUÇÃO DE BIODIESEL;ENGENHARIA QUÍMICA;Campus Cáceres;01/ago/19;31/jul/20
O USO DA APRENDIZAGEM DE MÁQUINA PARA DETECTAR INTRUSÃO EM REDES ELÉTRICAS INTELIGENTES - SMART GRIDS;ENGENHARIA ELÉTRICA;Campus Cuiabá;01/ago/19;31/jul/20
AVALIAÇÃO E OTIMIZAÇÃO DO PRÉ-TRATAMENTO LIGNOCELULÓSICO DE CAPIM ELEFANTE  ATRAVÉS DE PROCESSO ORGANOSOLV PARA PRODUÇÃO DE ETANOL DE SEGUNDA GERAÇÃO;ENGENHARIA QUÍMICA;Campus Cáceres;01/ago/19;31/jul/20
Laboratório de Protótipos;AGRONOMIA;Campus Juína;01/ago/19;31/jul/20
Transparência e Acesso à Informação na Gestão Municipal de Barra do Garças-MT;CIÊNCIA DA COMPUTAÇÃO;Campus Barra do Garças;01/ago/19;31/jul/20
Produção de Biogás e biofertilizantes em pequenas propriedades;ENGENHARIA AGRÍCOLA;Campus Rondonópolis;01/ago/19;31/jul/20
A OLIMPÍADA BRASILEIRA DE MATEMÁTICA DAS ESCOLAS PÚBLICAS: AVALIAÇÃO E PERSPECTIVAS DE ALUNOS DO IFMT – CAMPUS JUÍNA;ENSINO;Campus Juína;01/ago/19;31/out/20
Utilização de papel de filtro contendo amônia recuperada no cultivo da alface crespa;INTERDISCIPLINAR;Campus São Vicente;01/ago/19;31/jul/20
Construção de fotômetro portátil usando materiais alternativos e validação para quantificação de amônia atmosférica;QUÍMICA;Campus Cuiabá-Bela Vista;01/ago/19;31/out/20
Microbiologia e análise físico-química comparativas entre farinhas das sementes de duas espécies de Hymenaea sp.;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;Campus Cuiabá-Bela Vista;01/ago/19;31/out/20
Modelos, teorias e aplicações da física-matemática na interface Meio Ambiente / Tecnologia;FÍSICA;Campus Juína;01/ago/19;30/set/20
O MODELO DO CONHECIMENTO ESPECIALIZADO DE PROFESSORES DE MATEMÁTICA (MTSK) E SUAS APLICAÇÕES PARA O ENSINO DE BIOLOGIA;EDUCAÇÃO;Campus Cuiabá;01/out/19;30/mar/21
Caracterização do estudante do curso Técnico em Agropecuária de São Vicente: situação atual e perspectiva futura.;SOCIOLOGIA;Campus São Vicente;01/ago/20;31/jul/21
GEOESTATÍSTICA APLICADA AO MANEJO FLORESTAL DA AMAZÔNIA MATO-GROSSENSE;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;Campus Juína;01/ago/20;30/set/21
EFEITO DA ADUBAÇÃO FOSFATADA NA DENSIDADE POPULACIONAL DE CORÓS RIZÓFAGOS (COLEOPTERA: MELOLONTHIDAE) NO CULTIVO DA SOJA EM JUÍNA-MT.;AGRONOMIA;Campus Juína;01/ago/20;30/set/21
Bullying: caminhos para o combate;ENSINO;Campus Cuiabá-Bela Vista;01/ago/18;31/jul/19
Programação de Hidrantes;ENGENHARIA SANITÁRIA;Campus Cuiabá;01/ago/19;31/jul/20
Metodologias de ensino centradas nos estudantes: Soluções práticas para as aulas de Ciências da Natureza;ENSINO;Campus Confresa;01/ago/19;31/jul/20
REGRESSÃO QUANTÍLICA PARA RELAÇÃO HIPSOMÉTRICA EM POVOAMENTOS DE Tectona grandis L. f.;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;Campus Juína;01/ago/20;30/set/21
Avaliação de fontes de potássio na adubação do sistema de sucessão soja-algodão;AGRONOMIA;Campus São Vicente;03/jan/22;31/jul/24
PRODUÇÃO ARTESANAL DE PAPEL UTILIZANDO A FIBRA DO PSEUDOCAULE DA BANANEIRA;CIÊNCIAS AMBIENTAIS;Campus Juína;01/ago/20;30/ago/21
Pesquisa como princípio educativo: uma política educacional para permanência e êxito.;EDUCAÇÃO;Campus Primavera do Leste;01/ago/19;31/out/20
Processamento de hambúrgueres de frangos alimentados com dieta de baixo custo à base de farelo de trigo e pigmentantes;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;Campus São Vicente;01/ago/18;31/jul/19
Protótipo de drone com controle de posição e velocidade.;ENGENHARIA ELÉTRICA;Campus Primavera do Leste;01/ago/19;30/set/20
ILHAS DE VEGETAÇÃO: A RESPOSTA DOS MORCEGOS AO ISOLAMENTO E POSSÍVEIS ASSOCIAÇÕES VIROLÓGICAS;ECOLOGIA;Campus Pontes e Lacerda;01/ago/20;31/jul/21
Um algoritmo genético para classificação de Fake News na Web;CIÊNCIA DA COMPUTAÇÃO;Campus Pontes e Lacerda;01/set/20;30/set/21
O PERFIL DOS ACADÊMICOS DE ENGENHARIA DO IFMT CAMPUS CUIABÁ E SUAS POTENCIALIDADES PARA A EVASÃO;ENSINO;Campus Cuiabá;01/ago/18;31/jul/19
RESÍDUO SECO DE DESTILARIA COM SOLÚVEIS (DDGS) ASSOCIADO COM COMPLEXO ENZIMÁTICO EXÓGENO EM DIETAS PARA FRANGOS DE CORTE;ZOOTECNIA;Campus São Vicente;01/ago/20;30/abr/22
Bullying e Direitos Humanos nas escolas municipais, estaduais e federais;ENSINO;Campus Cuiabá-Bela Vista;30/mai/22;30/mai/23
Performance agronômica de genótipos de soja na região sudeste de Mato Grosso;AGRONOMIA;Campus São Vicente;01/out/20;01/out/21
Novos produtos biológicos para o manejo de nematoides das lesões radiculares (Pratylenchus brachyurus) na cultura da soja na região do Médio Norte de Mato Grosso.;AGRONOMIA;Campus Sorriso;01/ago/19;30/set/20
MODELAGEM MATEMÁTICA NO SETOR PRODUTIVO DO IFMT – CAMPUS JUÍNA;MATEMÁTICA;Campus Juína;01/ago/19;31/out/20
Consórcio milho brachiária e seus benefícios para o solo;AGRONOMIA;Campus São Vicente;01/fev/21;30/set/21
EFICIÊNCIA ECONÔMICA E ECOLÓGICA NA QUALIFICAÇÃO E QUANTIFICAÇÃO DE ÁCIDOS GRAXOS EM ALIMENTOS;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;Campus Cuiabá-Bela Vista;03/ago/20;30/set/21
Educação Física e Gênero: Estudo sobre a participação feminina nas aulas de Educação Física em Cursos Técnicos Integrados ao Ensino Médio da Educação Profissional e Tecnológica;ENSINO;Campus Cuiabá;01/ago/19;30/set/20
Isolamento e caracterização de rizóbios produtores de ácido indol-3-acético (AIA) e solubilizadores de fosfato;MICROBIOLOGIA;Campus Sorriso;01/ago/19;31/out/20
Campus São Vicente: experiências e memórias de sujeitos históricos envolvidos na transição do CEFET-MT para IFMT;HISTÓRIA;Campus São Vicente;01/ago/22;31/jul/23
DISPOSITIVO ALTERNATIVO PARA A DETERMINAÇÃO DA POROSIDADE DO SOLO;AGRONOMIA;Campus Campo Novo do Parecis;01/ago/18;31/jul/19
O USO DA NUMISMÁTICA PARA PRODUÇÃO DO CONHECIMENTO HISTÓRICO: O BICENTENÁRIO DA INDEPENDÊNCIA DO BRASIL (1822-2022);HISTÓRIA;Campus Cáceres;01/set/21;31/ago/22
Educação Física e Gênero: Estudo sobre a participação feminina nas aulas de Educação Física em Cursos Técnicos Integrados ao Ensino Médio da Educação Profissional e Tecnológica;ENSINO;Campus Cuiabá;01/ago/18;30/jun/20
Aplicação biotecnológica de fungos endofíticos isolados de Cyperus rotundus;BIOTECNOLOGIA;Campus Lucas do Rio Verde;01/jul/19;30/nov/19
DIAGNÓSTICO SOCIOPRODUTIVO DOS SISTEMAS DE PRODUÇÃO DO MARACUJÁ NA AGRICULTURA FAMILIAR EM CARLINDA – MT;AGRONOMIA;Campus Alta Floresta;03/ago/20;10/jul/21
MODELAGEM MATEMÁTICA NO SETOR PRODUTIVO DO IFMT – CAMPUS JUÍNA;MATEMÁTICA;Campus Juína;01/ago/20;31/jul/21
Educação Física e Gênero: Estudo sobre a participação feminina nas aulas de Educação Física em Cursos Técnicos Integrados ao Ensino Médio da Educação Profissional e Tecnológica;ENSINO;Campus Cuiabá;01/ago/18;30/jun/20
Educação Física e Gênero: Estudo sobre a participação feminina nas aulas de Educação Física em Cursos Técnicos Integrados ao Ensino Médio da Educação Profissional e Tecnológica;ENSINO;Campus Cuiabá;01/ago/19;30/set/20
Avaliação do efeito nematicida de mamona (Ricinus communis) como fonte sustentável no controle de nematoide das lesões radiculares (Pratylenchus brachyurus);AGRONOMIA;Campus Sorriso;01/ago/19;31/out/20
A tecnologia SDR aliada ao software GNU Radio para melhorar a qualidade do ensino das disciplinas de telecomunicações;ENGENHARIA ELÉTRICA;Campus Primavera do Leste;01/ago/18;31/jul/19
Viabilização de aulas práticas que envolvem o uso de animais de produção em atendimento as diretrizes do CONCEA através da produção de vídeos didáticos.;ZOOTECNIA;Campus Sorriso;01/ago/18;31/jul/19
Educação Física e Gênero: Estudo sobre a participação feminina nas aulas de Educação Física em Cursos Técnicos Integrados ao Ensino Médio da Educação Profissional e Tecnológica;ENSINO;Campus Cuiabá;01/ago/18;31/ago/20
Controle biológico de Spodoptera frugiperda (Smith) (Lepidoptera: Noctuidae): uma praga importante de várias culturas agrícolas;AGRONOMIA;Campus São Vicente;01/ago/19;31/out/20
Inclusão de monensina sódica na dieta de bovinos sobreano de corte mantidos em confinamento;ZOOTECNIA;Campus São Vicente;01/ago/19;31/jul/20
AS ALTERAÇÕES AMBIENTAIS GLOBAIS E A EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA: PERSPECTIVAS SOBRE O ENSINO EM GEOGRAFIA;ENSINO;Campus Várzea Grande;01/ago/18;15/nov/19
Manejo e Automatização de Estufa Hidropônica;INTERDISCIPLINAR;Campus Avançado Sinop;01/ago/19;31/jul/20
Desenvolvimento e produção de segundo ciclo de bananeira sob diferentes níveis de irrigação suplementar no município de Confresa MT;ENGENHARIA AGRÍCOLA;Campus Confresa;01/ago/19;30/set/20
Estudo da aplicabilidade da Rede LORA em Tecnologias na Agricultura;ENGENHARIA ELÉTRICA;Campus Cuiabá;01/ago/20;31/jul/21
Performance agronômica de genótipos de milho na região sudeste de Mato Grosso;AGRONOMIA;Campus São Vicente;01/mar/21;28/fev/22
Título do Projeto Estudo da Influência de Diferentes Materiais de Parede e Processos na Obtenção de Nanopartículas contendo óleo do Acuri (Attalea phalerata Mart. ex Spreng);CIÊNCIA E TECNOLOGIA DE ALIMENTOS;Campus Cuiabá-Bela Vista;01/ago/19;31/out/20
AVALIAÇÃO DA EFICIENCIA DA REMOÇÃO DA COR POR COAGULAÇÃO QUÍMICA NO TRATAMENTO CONVENCIONAL DE ÁGUAS DE ABASTECIMENTO;ENGENHARIA SANITÁRIA;Campus Cuiabá-Bela Vista;01/ago/19;31/out/20
Produção de sementes de alface em sistema agroecológico com uso de energia fotovoltaica;AGRONOMIA;Campus São Vicente;01/ago/19;31/jul/20
DESAFIOS NA FORMAÇÃO DE PROFESSORES E AVALIAÇÃO DOS  ACADÊMICOS SOBRE O CURSO EM ANDAMENTO DE LICENCIATURA EM QUÍMICA EM EAD DO IFMT;ENSINO;Campus Confresa;10/abr/19;31/mar/20
Criação do Setor de Produção e Reprodução de Aves Ornamentais no IFMT -  Campus São Vicente;ZOOTECNIA;Campus São Vicente;01/ago/19;31/jul/20
Avaliação da bactéria Rhizobium tropici no desenvolvimento de plantas de feijão-caupi sob diferentes doses de nitrogênio;AGRONOMIA;Campus São Vicente;01/ago/19;31/jul/20
CULTURA ORGANIZACIONAL: Um estudo aplicado dos valores organizacionais do IFMT-DMT;ADMINISTRAÇÃO;Campus Diamantino;30/ago/18;30/ago/19
Gestor informatizado de troca de aulas;CIÊNCIA DA INFORMAÇÃO;Campus Cáceres;10/ago/19;10/jul/20
PROPOSTA DE REFORÇO DA SEGURANÇA CIBERNÉTICA NAS REDES ELÉTRICAS INTELIGENTES (SMART GRIDS) USANDO CO-SIMULAÇÃO E INTELIGÊNCIA ARTIFICIAL;ENGENHARIA ELÉTRICA;Campus Cuiabá;01/ago/20;31/jul/21
Implementação da Vitrine Tecnológica do IFMT;ADMINISTRAÇÃO;Campus Primavera do Leste;01/ago/19;30/set/20
EDUCAÇÃO EM TEMPOS DE PANDEMIA: CRIAÇÃO DO GRUPO DE PESQUISAS EM TECNOLOGIAS EDUCACIONAIS E DESIGN INSTRUCIONAL OTIMIZADO APLICADO AO ENSINO REMOTO NO IFMT-PDL;EDUCAÇÃO;Campus Primavera do Leste;01/jul/20;30/jun/21
Tratamento de Efluentes da Industria de Arroz Parboilzado com o uso de Sulfato de Aluminio e Biomassa Vegetal:quiabo, mutamba, pequi,banana e casca de coco;ENGENHARIA SANITÁRIA;Campus Cuiabá-Bela Vista;01/ago/18;31/jul/19
Gestão da Decisão na Produção Agrícola: Uma Abordagem à Produção de Soja em Rondonópolis/MT, utilizando o Processo de Hierarquia Analítica;ADMINISTRAÇÃO;Campus Rondonópolis;01/ago/19;01/ago/20
Estudo morfo-histológico do sistema reprodutor masculino de Cerotoma arcuata (Coleoptera: Chrysomelidae);BIOLOGIA GERAL;Campus Juína;01/ago/19;31/jul/20
Elaboração de patê a base de pintado amazônico (Pseudoplatystoma fasciatum x Leiarius marmoratus) defumado;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;Campus Cuiabá-Bela Vista;01/ago/18;31/jul/19
PROTÓTIPO DE SEMEADORA ELÉTRICA PARA USO EM SISTEMAS DE CONSORCIO;AGRONOMIA;Campus Campo Novo do Parecis;01/ago/18;31/jul/19
A criança e a equoterapia: olhares das crianças e dos familiares acerca da prática;SOCIOLOGIA;Campus Pontes e Lacerda;01/ago/18;31/jul/19
Plataforma web de desenvolvimento de conhecimentos especializados para ensinar Matemática (2a etapa);EDUCAÇÃO;Campus Cuiabá;01/ago/19;31/out/20
SÍNTESE DE BIOQUEROSENE DE AVIAÇÃO UTILIZANDO COMO MATÉRIA-PRIMA O ÓLEO DE COCO BABAÇU;ENGENHARIA QUÍMICA;Campus Cáceres;01/ago/19;30/set/20
Estudo da degradação de painéis fotovoltaicos frente às intempéries climáticas e ambientais na região do vale do Rio Cuiabá.;ENGENHARIA ELÉTRICA;Campus Cuiabá;01/ago/19;30/set/20
OBTENÇÃO E CARACTERIZAÇÃO DE SISTEMAS MICROEMULSIONADOS A PARTIR DO ÓLEO DE GUEROBA (Syagrus oleracea Mart.);QUÍMICA;Campus Pontes e Lacerda;01/ago/18;31/jul/19
Fabricação de adobe pelo método tradicional utilizando a cal e material alternativo com vistas à restauração de imóveis do patrimônio histórico da cidade de Cuiabá-MT;ENGENHARIA CIVIL;Campus Cuiabá;01/ago/18;01/jul/19
Estudo da Aplicabilidade do Arduino como Hardware de Baixo Custo em Monitoramento Estrutural;ENGENHARIA MECÂNICA;Campus Primavera do Leste;01/ago/19;31/jul/20
PRODUÇÃO INTEGRADA DE BIOGÁS, BIOFERTILIZANTE, LEITE E MILHO VERDE ORGÂNICO;ENGENHARIA AGRÍCOLA;Campus Rondonópolis;01/ago/19;31/jul/20
Confresa: uma perspectiva histórica a partir de manifestações socioculturais;ANTROPOLOGIA;Campus Confresa;01/dez/18;31/jul/19
Investigação de fenômenos eletromagnéticos;FÍSICA;Campus Cáceres;01/ago/19;31/out/20
Avaliação do algodoeiro submetido a diferentes doses de substâncias húmicas e níveis de estresse hídrico;ENGENHARIA AGRÍCOLA;Campus Sorriso;01/ago/19;31/out/20
GRANDES CORPORAÇÕES MULTINACIONAIS DO AGRONEGÓCIO: O CASO DA EMPRESA CARGILL EM PRIMAVERA DO LESTE;GEOGRAFIA;Campus Primavera do Leste;01/mai/19;30/nov/19
Desempenho e comportamento de mini hortaliças cultivadas a campo e em ambiente protegido em Confresa-MT;AGRONOMIA;Campus Confresa;01/set/19;31/ago/20
INTERNET DAS COISAS NA AGRICULTURA: CENÁRIO ATUAL SOB A PERSPECTIVA DE PATENTES NO BRASIL;ADMINISTRAÇÃO;Reitoria;27/mar/19;27/mar/20
Ovos enriquecidos com carotenóides naturais armazenados em temperatura ambiente.;ZOOTECNIA;Campus São Vicente;01/ago/19;30/set/20
Farinha de casca de ovos como fonte alternativa de calcio na dieta de frangos de corte;ZOOTECNIA;Campus São Vicente;01/jul/19;30/set/20
INFLUÊNCIA DA ÉPOCA DE SEMEADURA NA PRODUTIVIDADE DE CULTIVARES DE AMENDOIM NA REGIÃO DE SORRISO;AGRONOMIA;Campus Sorriso;01/ago/18;31/out/20
Efeito da incorporação de papel no solo na produtividade de hortaliças;AGRONOMIA;Campus São Vicente;01/ago/19;31/out/20
A prevalência do uso de drogas na adolescência pelos estudantes do ensino médio do IFMT Campus Cuiabá-Bela Vista.;SAÚDE COLETIVA;Campus Cuiabá-Bela Vista;17/jun/19;01/jun/20
Métodos de aplicação de Azospirillum brasilense e adubação nitrogenada no cultivo de arroz em plantio convencional e semeadura direta;AGRONOMIA;Campus Juína;01/ago/20;30/set/21
INFLUÊNCIA DO CULTIVO CONSORCIADO FEIJÃO E MANDIOCA NA PRODUTIVIDADE DESSAS CULTURAS;AGRONOMIA;Campus Confresa;01/ago/20;01/jul/21
Os Múltiplos Olhares da Formação e da Qualificação do Secretariado Executivo e sua Interdisciplinaridade de Atuação Profissional;INTERDISCIPLINAR;Campus Cuiabá;23/ago/19;20/mar/20
Perfil do consumidor e qualidade de ovos de galinha comercializados em diferentes estabelecimentos no município de Alta Floresta – MT após início da pandemia COVID-19;ZOOTECNIA;Campus Alta Floresta;01/ago/20;31/jul/21
Desempenho e avaliação de fungicida na cultura da soja (Glycine max);AGRONOMIA;Campus São Vicente;01/out/20;01/out/21
Caracterização do teor em fibras em cogumelos do gênero Pleurotus ssp. produzidos no estado de Mato Grosso.;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;Campus Cuiabá-Bela Vista;01/ago/22;31/jul/23
Monitoramento de Sinal Vital de Idosos pela Nuvem;ENGENHARIA BIOMÉDICA;Campus Cuiabá;01/ago/19;31/jul/20
Avaliação da bioacessibilidade in vitro de minerais, compostos fenólicos, carotenoides e caracterização de macronutrientes e da atividade antioxidante na polpa, casca e amêndoa do fruto pequi (Caryocar brasiliense L.);CIÊNCIA E TECNOLOGIA DE ALIMENTOS;Campus Cuiabá-Bela Vista;01/out/19;30/mar/21
Ocorrência e resistência à antimicrobianos de Listeria em pescado;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;Campus Cuiabá-Bela Vista;01/out/19;30/mar/21
A ATUAÇÃO DOS PROFESSORES NOS PROCESSOS DE FORMULAÇÃO DE PROJETO PEDAGÓGICO DE CURSO DE ENSINO MÉDIO INTEGRADO DO IFMT;ENSINO;Campus Cuiabá;01/out/19;30/mar/21
Efeitos de exercícios desportivos lúdicos no estilo de vida e saúde de alunos de Ensino Médio Integrado;EDUCAÇÃO FÍSICA;Campus Barra do Garças;10/ago/18;31/jul/19
Resolução de problemas no contexto de função afim: análise de conhecimentos mobilizados para confecção de um guia didático;ENSINO;Campus Cuiabá;01/out/19;31/mai/21
Casa Inteligente!;CIÊNCIA DA COMPUTAÇÃO;Campus Barra do Garças;02/jul/18;03/jun/19
DESEMPENHO E AVALIAÇÃO DE GENÓTIPOS NA CULTURA DO MILHO (Zea mays);AGRONOMIA;Campus São Vicente;01/mar/21;28/fev/22
AVALIAÇÃO DE LINHAGENS PRECOCES DE AMENDOIM PARA SAFRINHA NO MÉDIO NORTE DE MATO GROSSO;AGRONOMIA;Campus Sorriso;01/ago/20;31/jul/21
Filosofia Clínica e Bullyng: Reconstrução Fenomenológica;ENSINO;Campus Cuiabá-Bela Vista;01/out/19;30/mar/21
Casa Inteligente!;CIÊNCIA DA COMPUTAÇÃO;Campus Barra do Garças;02/jul/18;03/jun/19
Abordagem CTS/CTSA em livros didáticos de Ciências da Natureza das séries finais do ensino fundamental aprovados no PNLD 2017;ENSINO;Campus Rondonópolis;01/ago/19;31/jul/20
Automação Residencial para Habitação Popular;ENGENHARIA ELÉTRICA;Campus Primavera do Leste;01/mai/19;30/nov/19
PRODUÇÃO DE MORANGO SEMI-HIDROPÔNICO EM CAMPO VERDE-MT;AGRONOMIA;Campus São Vicente;01/ago/19;31/jul/20
Componentes de produção e qualidade de sementes de mamona sob manejo de dessecação em pré-colheita;AGRONOMIA;Campus Campo Novo do Parecis;01/ago/19;31/jul/20
A INOVAÇÃO TECNOLÓGICA COMO UMA ESTRATÉGIA PARA O PLANTIO DE AMENDOIM Arachis hypogaea L., COM DIFERENTES GENÓTIPOS E ARRANJOS ESPACIAIS NO MATO GROSSO-MT;AGRONOMIA;Campus São Vicente;01/ago/19;31/jul/20
REPRESENTAÇÃO DE GÊNERO EM NIKETCHE: UMA ANÁLISE COMPARATIVA E DIALÉTICA;LETRAS;Campus Juína;01/ago/18;01/ago/19
Qualidade microbiológica da água de bebedouros das Escolas Públicas do município de Juína-MT;FÍSICA;Campus Juína;01/ago/18;31/jul/19
Qualidade microbiológica da água de bebedouros das Escolas Públicas do município de Castanheira-MT;FÍSICA;Campus Juína;01/ago/18;31/jul/19
Não perca seu PET;ENGENHARIA ELÉTRICA;Campus Cuiabá;01/ago/20;31/jul/21
Sistema Agroflorestal como instrumento pedagógico no uso da terra;AGRONOMIA;Campus São Vicente;03/set/18;31/ago/19
Saúde discente no ensino remoto do IFMT Campus São Vicente;SAÚDE COLETIVA;Campus São Vicente;23/ago/21;17/dez/21
Estudo de caso: Caracterização do sistema produtivo de ovos do IFMT - campus Campo Novo do Parecis/MT;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;Campus Campo Novo do Parecis;17/abr/19;16/mar/20
REPRESENTAÇÃO DA MULHER NA POLÍTICA: UMA ANÁLISE DAS ELEIÇÕES NOS MUNICÍPIOS DO VALE DO GUAPORÉ (1988-2018);SOCIOLOGIA;Campus Pontes e Lacerda;01/fev/19;31/dez/19
Eficiência de utilização da proteína e energia metabolizável por ovinos;ZOOTECNIA;Campus Campo Novo do Parecis;01/ago/18;31/jul/19
Comportamento ingestivo de ovinos alimentados com dietas energéticas, cuja fonte de fibra são coprodutos de girassol;ZOOTECNIA;Campus Campo Novo do Parecis;16/abr/19;15/mar/20
Estudo da degradação de painéis fotovoltaicos frente às intempéries climáticas e ambientais na região do vale do Rio Cuiabá.;ENGENHARIA ELÉTRICA;Campus Cuiabá;01/ago/19;31/jul/20
CineIFilos: história, memória e cinema;HISTÓRIA;Campus Primavera do Leste;20/ago/18;31/jul/19
PERFIL QUÍMICO DE CRAJIRU (Arrabidaea chica) CULTIVADO IN VITRO E EX VITRO;BIOTECNOLOGIA;Campus Lucas do Rio Verde;01/set/18;31/dez/18
PERFIL QUÍMICO DE CRAJIRU (Arrabidaea chica) CULTIVADO IN VITRO E EX VITRO;BIOTECNOLOGIA;Campus Lucas do Rio Verde;01/set/18;31/dez/18
Aproveitamento de resíduos industriais de serraria como conservante de madeira de espécies nativas da floresta amazônica e seus impactos no solo;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;Campus Juína;01/ago/18;31/jul/19
CARACTERIZAÇÃO FÍSICO-QUÍMICA DE FARINHA DE SEMENTES DE DUAS ESPÉCIES DE JATOBÁS DA BAIXADA CUIABANA, MATO GROSSO.;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;Campus Cuiabá-Bela Vista;01/ago/18;31/jul/19
A Percepção do Xadrez na Cidade Pontes e Lacerda, sua Divulgação e Implicações;MATEMÁTICA;Campus Pontes e Lacerda;01/fev/19;30/nov/19
Produção de álcool em gel a partir de resíduos vegetais;BIOTECNOLOGIA;Campus Cáceres;01/ago/19;31/jul/20
Entre fronteiras do real e do imaginário: os santos populares, religiosidade e violência na América Latina;LETRAS;Campus Juína;01/ago/18;01/set/19
Avaliação do desenvolvimento da cultura da soja coinoculada com Azospirillum brasiliense;MICROBIOLOGIA;Campus Confresa;01/dez/18;31/jul/19
Avaliação do desenvolvimento da cultura da soja coinoculada com Bradyrhizobium japonicum e Azospirillum brasiliense;MICROBIOLOGIA;Campus Confresa;01/dez/18;31/jul/19
Incentivo à Leitura por meio da arte sequencial;INTERDISCIPLINAR;Campus Barra do Garças;10/ago/18;31/jul/19
Modalidades de plantas de cobertura afetam a diversidade metabólica da comunidade microbiana e a ciclagem de C e N no solo?;AGRONOMIA;Campus Campo Novo do Parecis;01/ago/18;31/jul/19
AVALIAÇÃO NUTRICIONAL DE MILHO COM NÍVEIS DE DESFOLHA EM DIFERENTES ESTÁDIOS DE DESENVOLVIMENTO;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;Campus Campo Novo do Parecis;01/ago/18;31/jul/19
CONTROLE PREVENTIVO DO MOFO-CINZENTO NA CULTURA DA MAMONA;AGRONOMIA;Campus Campo Novo do Parecis;01/ago/18;30/jul/19
DIGORESTE DA CULTURA MATO-GROSSENSE;INTERDISCIPLINAR;Campus Cuiabá;01/ago/21;31/jul/22
MANEJO COM HERBICIDAS DE AMPLO ESPECTRO NA PRÉ-COLHEITA DA MAMONA;AGRONOMIA;Campus Campo Novo do Parecis;01/ago/18;30/jul/19
FUNGOS MICORRÍZICOS ARBUSCULARES NA NUTRIÇÃO E DESENVOLVIMENTO DE MUDAS DE Tectona grandis L. f.;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;Campus Cáceres;01/ago/19;30/set/20
SELETIVIDADE A HERBICIDAS APLICADOS NA PRÉ-EMERGÊNCIA DA CULTURA DO CÁRTAMO;AGRONOMIA;Campus Campo Novo do Parecis;01/ago/18;31/jul/19
LEITURA E ALFABETIZAÇAO NO CONTEXTO PENITENCIARIO: ENTRE A PRIVAÇÃO E A CIDADANIA;LETRAS;Campus Pontes e Lacerda;01/ago/18;31/jul/19
SERRAGEM DA MADEIRA DE TECA (Tectona grandis L.f): RESÍDUO OU ADUBO ORGÂNCO?;AGRONOMIA;Campus Cáceres;01/ago/18;31/jul/19
i-Dendrus: Chave Interativa de Identificação Dendrológica;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;Campus Cáceres;22/set/17;29/nov/18
PERFIL DO EGRESSO DO INSTITUTO FEDERAL DE MATO GROSSO – CAMPUS PONTES E LACERDA FRONTEIRA OESTE: DESAFIOS E CONQUISTAS PARA O DESENVOLVIMENTO REGIONAL;EDUCAÇÃO;Campus Pontes e Lacerda;01/ago/18;31/jul/19
Chemical screening of Urochloa humidicola: methods for characterizing secondary metabolites and allelopathic activity on forage legumes;AGRONOMIA;Campus Sorriso;21/out/15;21/out/17
Práticas documentárias na escola: linguagens contemporâneas, desafios e oportunidades.;LETRAS;Campus Confresa;01/ago/19;31/jul/20
INFLUÊNCIA DA INCORPORAÇÃO DO ÓLEO DE MORINGA (Moringa oleifera LAMARCK) NA ESTABILIDADE OXIDATIVA DO BIODIESEL OBTIDO A PARTIR DE BLENDAS CONSTITUÍDAS POR DIFERENTES ÓLEOS VEGETAIS;ENGENHARIA QUÍMICA;Campus Cáceres;01/ago/18;31/jul/19
POR UMA QUESTÃO DE INCLUSÃO: A IMPLEMENTAÇÃO DAS LEIS 10639/03 E 11645/08 NO IFMT;HISTÓRIA;Campus Primavera do Leste;01/ago/18;31/jul/19
DETERMINAÇÃO DA DISTÂNCIA ÓTIMA PARA SOLTURA DA JOANINHA Cryptolaemus montrouzieri MULSANT, 1853 EM PLANTIOS COMERCIAS DE TECA PARA O CONTROLE BIOLÓGICO DE PRECISÃO;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;Campus Cáceres;01/ago/18;01/jul/19
